,index_x,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,index_y,Classification
534,537,151.139.128.8-192.168.43.129-443-58268-6,192.168.43.129,58268,151.139.128.8,443,6,19/08/2020 10:43:17 AM,534,BENIGN
535,538,176.9.40.135-192.168.43.129-444-58428-6,192.168.43.129,58428,176.9.40.135,444,6,19/08/2020 10:44:15 AM,535,BENIGN
536,539,176.9.40.135-192.168.43.129-444-58428-6,176.9.40.135,444,192.168.43.129,58428,6,19/08/2020 10:44:17 AM,536,DoS Hulk
537,540,176.9.40.135-192.168.43.129-444-58430-6,192.168.43.129,58430,176.9.40.135,444,6,19/08/2020 10:44:15 AM,537,BENIGN
538,541,176.9.40.135-192.168.43.129-444-58430-6,192.168.43.129,58430,176.9.40.135,444,6,19/08/2020 10:44:18 AM,538,BENIGN
539,542,159.153.191.239-192.168.43.129-443-58429-6,192.168.43.129,58429,159.153.191.239,443,6,19/08/2020 10:44:15 AM,539,BENIGN
540,543,176.9.40.135-192.168.43.129-444-58434-6,192.168.43.129,58434,176.9.40.135,444,6,19/08/2020 10:44:16 AM,540,BENIGN
541,544,176.9.40.135-192.168.43.129-444-58434-6,192.168.43.129,58434,176.9.40.135,444,6,19/08/2020 10:44:19 AM,541,BENIGN
542,545,192.168.43.129-34.107.165.220-58433-443-6,192.168.43.129,58433,34.107.165.220,443,6,19/08/2020 10:44:16 AM,542,BENIGN
543,546,192.168.43.129-87.240.129.135-58431-443-6,192.168.43.129,58431,87.240.129.135,443,6,19/08/2020 10:44:16 AM,543,BENIGN
544,547,176.9.40.135-192.168.43.129-444-58432-6,192.168.43.129,58432,176.9.40.135,444,6,19/08/2020 10:44:16 AM,544,BENIGN
545,548,192.168.43.129-87.240.129.135-58431-443-6,192.168.43.129,58431,87.240.129.135,443,6,19/08/2020 10:44:19 AM,545,BENIGN
546,549,192.168.43.129-34.107.165.220-58433-443-6,34.107.165.220,443,192.168.43.129,58433,6,19/08/2020 10:44:19 AM,546,BENIGN
547,550,192.168.43.129-51.105.249.239-55608-443-6,192.168.43.129,55608,51.105.249.239,443,6,19/08/2020 10:42:04 AM,547,BENIGN
548,551,176.9.40.135-192.168.43.129-444-58432-6,176.9.40.135,444,192.168.43.129,58432,6,19/08/2020 10:44:19 AM,548,BENIGN
549,552,176.9.40.135-192.168.43.129-444-58436-6,192.168.43.129,58436,176.9.40.135,444,6,19/08/2020 10:44:17 AM,549,BENIGN
550,553,176.9.40.135-192.168.43.129-444-58436-6,192.168.43.129,58436,176.9.40.135,444,6,19/08/2020 10:44:19 AM,550,BENIGN
551,554,192.168.43.129-104.36.195.239-58435-443-6,192.168.43.129,58435,104.36.195.239,443,6,19/08/2020 10:44:17 AM,551,BENIGN
552,555,192.168.43.129-104.36.195.239-58435-443-6,104.36.195.239,443,192.168.43.129,58435,6,19/08/2020 10:44:20 AM,552,BENIGN
553,556,176.9.40.135-192.168.43.129-444-58440-6,192.168.43.129,58440,176.9.40.135,444,6,19/08/2020 10:44:19 AM,553,BENIGN
554,557,192.168.43.129-213.186.33.19-58439-80-6,192.168.43.129,58439,213.186.33.19,80,6,19/08/2020 10:44:19 AM,554,BENIGN
555,558,192.168.43.129-216.58.206.227-58419-443-6,192.168.43.129,58419,216.58.206.227,443,6,19/08/2020 10:44:09 AM,555,BENIGN
556,559,192.168.43.129-213.186.33.19-58439-80-6,213.186.33.19,80,192.168.43.129,58439,6,19/08/2020 10:44:20 AM,556,BENIGN
557,560,176.9.40.135-192.168.43.129-444-58438-6,192.168.43.129,58438,176.9.40.135,444,6,19/08/2020 10:44:18 AM,557,BENIGN
558,561,176.9.40.135-192.168.43.129-444-58438-6,192.168.43.129,58438,176.9.40.135,444,6,19/08/2020 10:44:20 AM,558,BENIGN
559,562,159.153.191.239-192.168.43.129-443-58437-6,192.168.43.129,58437,159.153.191.239,443,6,19/08/2020 10:44:18 AM,559,BENIGN
560,563,176.9.40.135-192.168.43.129-444-58443-6,192.168.43.129,58443,176.9.40.135,444,6,19/08/2020 10:44:20 AM,560,BENIGN
561,564,159.153.191.239-192.168.43.129-443-58441-6,192.168.43.129,58441,159.153.191.239,443,6,19/08/2020 10:44:20 AM,561,BENIGN
562,565,176.9.40.135-192.168.43.129-444-58444-6,192.168.43.129,58444,176.9.40.135,444,6,19/08/2020 10:44:20 AM,562,BENIGN
563,566,176.9.40.135-192.168.43.129-444-58444-6,192.168.43.129,58444,176.9.40.135,444,6,19/08/2020 10:44:23 AM,563,BENIGN
564,567,192.168.43.129-34.107.165.220-58442-443-6,192.168.43.129,58442,34.107.165.220,443,6,19/08/2020 10:44:20 AM,564,BENIGN
565,568,192.168.43.129-34.107.165.220-58442-443-6,34.107.165.220,443,192.168.43.129,58442,6,19/08/2020 10:44:23 AM,565,BENIGN
566,569,192.168.43.129-40.101.93.242-55752-443-6,192.168.43.129,55752,40.101.93.242,443,6,19/08/2020 10:44:24 AM,566,BENIGN
567,570,185.63.144.5-192.168.43.129-443-56322-6,192.168.43.129,56322,185.63.144.5,443,6,19/08/2020 10:44:24 AM,567,BENIGN
568,571,176.9.40.135-192.168.43.129-444-58448-6,192.168.43.129,58448,176.9.40.135,444,6,19/08/2020 10:44:23 AM,568,BENIGN
569,572,176.9.40.135-192.168.43.129-444-58448-6,192.168.43.129,58448,176.9.40.135,444,6,19/08/2020 10:44:25 AM,569,BENIGN
570,573,159.153.191.239-192.168.43.129-443-58447-6,192.168.43.129,58447,159.153.191.239,443,6,19/08/2020 10:44:23 AM,570,BENIGN
571,574,176.9.40.135-192.168.43.129-444-58446-6,192.168.43.129,58446,176.9.40.135,444,6,19/08/2020 10:44:21 AM,571,BENIGN
572,575,176.9.40.135-192.168.43.129-444-58446-6,192.168.43.129,58446,176.9.40.135,444,6,19/08/2020 10:44:25 AM,572,BENIGN
573,576,192.168.43.129-64.233.166.109-58445-993-6,192.168.43.129,58445,64.233.166.109,993,6,19/08/2020 10:44:20 AM,573,BENIGN
574,577,185.63.144.5-192.168.43.129-443-56322-6,192.168.43.129,56322,185.63.144.5,443,6,19/08/2020 10:44:25 AM,574,BENIGN
575,578,176.9.40.135-192.168.43.129-444-58453-6,192.168.43.129,58453,176.9.40.135,444,6,19/08/2020 10:44:25 AM,575,BENIGN
576,579,176.9.40.135-192.168.43.129-444-58453-6,192.168.43.129,58453,176.9.40.135,444,6,19/08/2020 10:44:27 AM,576,BENIGN
577,580,159.153.191.239-192.168.43.129-443-58452-6,192.168.43.129,58452,159.153.191.239,443,6,19/08/2020 10:44:25 AM,577,BENIGN
578,581,176.9.40.135-192.168.43.129-444-58455-6,192.168.43.129,58455,176.9.40.135,444,6,19/08/2020 10:44:26 AM,578,BENIGN
579,582,176.9.40.135-192.168.43.129-444-58455-6,192.168.43.129,58455,176.9.40.135,444,6,19/08/2020 10:44:29 AM,579,BENIGN
580,583,192.168.43.129-34.107.165.220-58454-443-6,192.168.43.129,58454,34.107.165.220,443,6,19/08/2020 10:44:26 AM,580,BENIGN
581,584,192.168.43.129-34.107.165.220-58454-443-6,34.107.165.220,443,192.168.43.129,58454,6,19/08/2020 10:44:29 AM,581,BENIGN
582,585,192.168.43.129-94.100.180.61-58456-443-6,192.168.43.129,58456,94.100.180.61,443,6,19/08/2020 10:44:27 AM,582,BENIGN
583,586,176.9.40.135-192.168.43.129-444-58457-6,192.168.43.129,58457,176.9.40.135,444,6,19/08/2020 10:44:27 AM,583,BENIGN
584,587,192.168.43.129-94.100.180.61-58456-443-6,192.168.43.129,58456,94.100.180.61,443,6,19/08/2020 10:44:29 AM,584,BENIGN
585,588,176.9.40.135-192.168.43.129-444-58457-6,176.9.40.135,444,192.168.43.129,58457,6,19/08/2020 10:44:29 AM,585,BENIGN
586,589,176.9.40.135-192.168.43.129-444-58460-6,192.168.43.129,58460,176.9.40.135,444,6,19/08/2020 10:44:27 AM,586,BENIGN
587,590,176.9.40.135-192.168.43.129-444-58460-6,192.168.43.129,58460,176.9.40.135,444,6,19/08/2020 10:44:30 AM,587,BENIGN
588,591,159.153.191.239-192.168.43.129-443-58458-6,192.168.43.129,58458,159.153.191.239,443,6,19/08/2020 10:44:27 AM,588,BENIGN
589,592,192.168.43.129-212.55.232.136-58465-443-6,192.168.43.129,58465,212.55.232.136,443,6,19/08/2020 10:44:29 AM,589,BENIGN
590,593,192.168.43.129-212.55.232.136-58465-443-6,192.168.43.129,58465,212.55.232.136,443,6,19/08/2020 10:44:31 AM,590,BENIGN
591,594,176.9.40.135-192.168.43.129-444-58466-6,192.168.43.129,58466,176.9.40.135,444,6,19/08/2020 10:44:29 AM,591,BENIGN
592,595,176.9.40.135-192.168.43.129-444-58468-6,192.168.43.129,58468,176.9.40.135,444,6,19/08/2020 10:44:29 AM,592,BENIGN
593,596,176.9.40.135-192.168.43.129-444-58468-6,192.168.43.129,58468,176.9.40.135,444,6,19/08/2020 10:44:31 AM,593,BENIGN
594,597,192.168.43.129-34.107.165.220-58467-443-6,192.168.43.129,58467,34.107.165.220,443,6,19/08/2020 10:44:29 AM,594,BENIGN
595,598,192.168.43.129-34.107.165.220-58467-443-6,34.107.165.220,443,192.168.43.129,58467,6,19/08/2020 10:44:31 AM,595,BENIGN
596,599,176.9.40.135-192.168.43.129-444-58472-6,192.168.43.129,58472,176.9.40.135,444,6,19/08/2020 10:44:30 AM,596,BENIGN
597,600,176.9.40.135-192.168.43.129-444-58472-6,192.168.43.129,58472,176.9.40.135,444,6,19/08/2020 10:44:32 AM,597,BENIGN
598,601,159.153.191.239-192.168.43.129-443-58470-6,192.168.43.129,58470,159.153.191.239,443,6,19/08/2020 10:44:30 AM,598,BENIGN
599,602,176.9.40.135-192.168.43.129-444-58473-6,192.168.43.129,58473,176.9.40.135,444,6,19/08/2020 10:44:30 AM,599,BENIGN
600,603,192.168.43.129-23.160.0.107-58471-443-6,192.168.43.129,58471,23.160.0.107,443,6,19/08/2020 10:44:30 AM,600,BENIGN
601,604,192.168.43.129-23.160.0.107-58471-443-6,23.160.0.107,443,192.168.43.129,58471,6,19/08/2020 10:44:33 AM,601,BENIGN
602,605,185.63.144.5-192.168.43.129-443-56322-6,192.168.43.129,56322,185.63.144.5,443,6,19/08/2020 10:44:29 AM,602,DDoS
603,606,176.9.40.135-192.168.43.129-444-58461-6,192.168.43.129,58461,176.9.40.135,444,6,19/08/2020 10:44:28 AM,603,BENIGN
604,607,192.168.43.129-52.45.82.42-58459-443-6,192.168.43.129,58459,52.45.82.42,443,6,19/08/2020 10:44:27 AM,604,BENIGN
605,608,176.9.40.135-192.168.43.129-444-58477-6,192.168.43.129,58477,176.9.40.135,444,6,19/08/2020 10:44:32 AM,605,BENIGN
606,609,176.9.40.135-192.168.43.129-444-58477-6,192.168.43.129,58477,176.9.40.135,444,6,19/08/2020 10:44:34 AM,606,BENIGN
607,610,192.168.43.129-34.107.165.220-58476-443-6,192.168.43.129,58476,34.107.165.220,443,6,19/08/2020 10:44:32 AM,607,BENIGN
608,611,192.168.43.129-34.107.165.220-58476-443-6,34.107.165.220,443,192.168.43.129,58476,6,19/08/2020 10:44:34 AM,608,BENIGN
609,612,128.116.123.3-192.168.43.129-443-58480-6,192.168.43.129,58480,128.116.123.3,443,6,19/08/2020 10:44:33 AM,609,BENIGN
610,613,176.9.40.135-192.168.43.129-444-58481-6,192.168.43.129,58481,176.9.40.135,444,6,19/08/2020 10:44:33 AM,610,BENIGN
611,614,128.116.123.3-192.168.43.129-443-58480-6,192.168.43.129,58480,128.116.123.3,443,6,19/08/2020 10:44:35 AM,611,BENIGN
612,615,176.9.40.135-192.168.43.129-444-58481-6,176.9.40.135,444,192.168.43.129,58481,6,19/08/2020 10:44:35 AM,612,DoS Hulk
613,616,176.9.40.135-192.168.43.129-444-58479-6,192.168.43.129,58479,176.9.40.135,444,6,19/08/2020 10:44:33 AM,613,BENIGN
614,617,159.153.191.239-192.168.43.129-443-58478-6,192.168.43.129,58478,159.153.191.239,443,6,19/08/2020 10:44:33 AM,614,BENIGN
615,618,192.168.43.129-204.79.197.203-58399-443-6,192.168.43.129,58399,204.79.197.203,443,6,19/08/2020 10:44:03 AM,615,BENIGN
616,619,192.168.43.129-79.140.95.90-58393-443-6,192.168.43.129,58393,79.140.95.90,443,6,19/08/2020 10:44:13 AM,616,BENIGN
617,620,192.168.43.129-216.58.209.246-58408-443-6,192.168.43.129,58408,216.58.209.246,443,6,19/08/2020 10:44:05 AM,617,BENIGN
618,621,192.168.43.129-216.58.206.225-58420-443-6,192.168.43.129,58420,216.58.206.225,443,6,19/08/2020 10:44:10 AM,618,BENIGN
619,622,192.168.43.129-52.2.157.209-58410-443-6,192.168.43.129,58410,52.2.157.209,443,6,19/08/2020 10:44:05 AM,619,BENIGN
620,623,192.168.43.129-40.127.142.76-58404-443-6,192.168.43.129,58404,40.127.142.76,443,6,19/08/2020 10:44:04 AM,620,BENIGN
621,624,192.168.43.129-216.58.206.227-58419-443-6,192.168.43.129,58419,216.58.206.227,443,6,19/08/2020 10:44:20 AM,621,BENIGN
622,625,192.168.43.129-216.58.198.206-58403-443-6,192.168.43.129,58403,216.58.198.206,443,6,19/08/2020 10:44:04 AM,622,BENIGN
623,626,192.168.43.129-52.2.157.209-58410-443-6,52.2.157.209,443,192.168.43.129,58410,6,19/08/2020 10:44:36 AM,623,BENIGN
624,627,176.9.40.135-192.168.43.129-444-58490-6,192.168.43.129,58490,176.9.40.135,444,6,19/08/2020 10:44:35 AM,624,BENIGN
625,628,176.9.40.135-192.168.43.129-444-58490-6,192.168.43.129,58490,176.9.40.135,444,6,19/08/2020 10:44:36 AM,625,BENIGN
626,629,192.168.43.129-65.60.62.74-58489-80-6,192.168.43.129,58489,65.60.62.74,80,6,19/08/2020 10:44:35 AM,626,BENIGN
627,630,192.168.43.129-65.60.62.74-58489-80-6,65.60.62.74,80,192.168.43.129,58489,6,19/08/2020 10:44:36 AM,627,BENIGN
628,631,128.116.123.3-192.168.43.129-443-58486-6,192.168.43.129,58486,128.116.123.3,443,6,19/08/2020 10:44:35 AM,628,BENIGN
629,632,176.9.40.135-192.168.43.129-444-58487-6,192.168.43.129,58487,176.9.40.135,444,6,19/08/2020 10:44:35 AM,629,BENIGN
630,633,128.116.123.3-192.168.43.129-443-58486-6,192.168.43.129,58486,128.116.123.3,443,6,19/08/2020 10:44:37 AM,630,BENIGN
631,634,176.9.40.135-192.168.43.129-444-58487-6,176.9.40.135,444,192.168.43.129,58487,6,19/08/2020 10:44:37 AM,631,DoS Hulk
632,635,176.9.40.135-192.168.43.129-444-58491-6,192.168.43.129,58491,176.9.40.135,444,6,19/08/2020 10:44:35 AM,632,BENIGN
633,636,176.9.40.135-192.168.43.129-444-58491-6,192.168.43.129,58491,176.9.40.135,444,6,19/08/2020 10:44:37 AM,633,BENIGN
634,637,159.153.191.239-192.168.43.129-443-58488-6,192.168.43.129,58488,159.153.191.239,443,6,19/08/2020 10:44:35 AM,634,BENIGN
635,638,191.232.245.3-192.168.43.129-443-58495-6,192.168.43.129,58495,191.232.245.3,443,6,19/08/2020 10:44:36 AM,635,BENIGN
636,639,191.232.245.3-192.168.43.129-443-58495-6,192.168.43.129,58495,191.232.245.3,443,6,19/08/2020 10:44:37 AM,636,BENIGN
637,640,192.168.43.129-212.55.232.140-58482-443-6,192.168.43.129,58482,212.55.232.140,443,6,19/08/2020 10:44:34 AM,637,BENIGN
638,641,176.9.40.135-192.168.43.129-444-58483-6,192.168.43.129,58483,176.9.40.135,444,6,19/08/2020 10:44:34 AM,638,BENIGN
639,642,192.168.43.129-212.55.232.140-58482-443-6,192.168.43.129,58482,212.55.232.140,443,6,19/08/2020 10:44:38 AM,639,BENIGN
640,643,192.168.43.129-212.55.232.136-58474-443-6,192.168.43.129,58474,212.55.232.136,443,6,19/08/2020 10:44:31 AM,640,BENIGN
641,644,176.9.40.135-192.168.43.129-444-58475-6,192.168.43.129,58475,176.9.40.135,444,6,19/08/2020 10:44:31 AM,641,BENIGN
642,645,192.168.43.129-212.55.232.136-58474-443-6,192.168.43.129,58474,212.55.232.136,443,6,19/08/2020 10:44:38 AM,642,BENIGN
643,646,176.9.40.135-192.168.43.129-444-58485-6,192.168.43.129,58485,176.9.40.135,444,6,19/08/2020 10:44:34 AM,643,BENIGN
644,647,176.9.40.135-192.168.43.129-444-58485-6,192.168.43.129,58485,176.9.40.135,444,6,19/08/2020 10:44:38 AM,644,BENIGN
645,648,192.168.43.129-93.115.29.120-58484-80-6,192.168.43.129,58484,93.115.29.120,80,6,19/08/2020 10:44:34 AM,645,BENIGN
646,649,176.9.40.135-192.168.43.129-444-58483-6,176.9.40.135,444,192.168.43.129,58483,6,19/08/2020 10:44:38 AM,646,BENIGN
647,650,192.168.43.129-93.115.29.120-58484-80-6,93.115.29.120,80,192.168.43.129,58484,6,19/08/2020 10:44:38 AM,647,BENIGN
648,651,176.9.40.135-192.168.43.129-444-58475-6,176.9.40.135,444,192.168.43.129,58475,6,19/08/2020 10:44:38 AM,648,BENIGN
649,652,176.9.40.135-192.168.43.129-444-58497-6,192.168.43.129,58497,176.9.40.135,444,6,19/08/2020 10:44:38 AM,649,BENIGN
650,653,159.153.191.239-192.168.43.129-443-58496-6,192.168.43.129,58496,159.153.191.239,443,6,19/08/2020 10:44:37 AM,650,BENIGN
651,654,192.168.43.129-13.69.68.64-58138-443-6,192.168.43.129,58138,13.69.68.64,443,6,19/08/2020 10:42:33 AM,651,BENIGN
652,655,192.168.43.129-23.62.125.212-58500-80-6,192.168.43.129,58500,23.62.125.212,80,6,19/08/2020 10:44:40 AM,652,DoS slowloris
653,656,176.9.40.135-192.168.43.129-444-58501-6,192.168.43.129,58501,176.9.40.135,444,6,19/08/2020 10:44:40 AM,653,BENIGN
654,657,192.168.43.129-23.62.125.212-58500-80-6,192.168.43.129,58500,23.62.125.212,80,6,19/08/2020 10:44:41 AM,654,BENIGN
655,658,176.9.40.135-192.168.43.129-444-58501-6,176.9.40.135,444,192.168.43.129,58501,6,19/08/2020 10:44:41 AM,655,BENIGN
656,659,176.9.40.135-192.168.43.129-444-58499-6,192.168.43.129,58499,176.9.40.135,444,6,19/08/2020 10:44:40 AM,656,BENIGN
657,660,159.153.191.239-192.168.43.129-443-58498-6,192.168.43.129,58498,159.153.191.239,443,6,19/08/2020 10:44:39 AM,657,BENIGN
658,661,192.168.43.129-13.69.68.64-58137-443-6,192.168.43.129,58137,13.69.68.64,443,6,19/08/2020 10:42:33 AM,658,BENIGN
659,662,176.9.40.135-192.168.43.129-444-58503-6,192.168.43.129,58503,176.9.40.135,444,6,19/08/2020 10:44:42 AM,659,BENIGN
660,663,176.9.40.135-192.168.43.129-444-58503-6,192.168.43.129,58503,176.9.40.135,444,6,19/08/2020 10:44:44 AM,660,BENIGN
661,664,159.153.191.239-192.168.43.129-443-58502-6,192.168.43.129,58502,159.153.191.239,443,6,19/08/2020 10:44:42 AM,661,BENIGN
662,665,192.168.43.129-93.186.134.8-58390-443-6,192.168.43.129,58390,93.186.134.8,443,6,19/08/2020 10:44:02 AM,662,BENIGN
663,666,192.168.43.129-93.186.134.8-58390-443-6,192.168.43.129,58390,93.186.134.8,443,6,19/08/2020 10:44:44 AM,663,BENIGN
664,667,192.168.43.129-79.140.95.90-58391-443-6,192.168.43.129,58391,79.140.95.90,443,6,19/08/2020 10:44:02 AM,664,BENIGN
665,668,192.168.43.129-79.140.95.90-58391-443-6,192.168.43.129,58391,79.140.95.90,443,6,19/08/2020 10:44:45 AM,665,BENIGN
666,669,192.168.43.129-79.140.95.90-58392-443-6,192.168.43.129,58392,79.140.95.90,443,6,19/08/2020 10:44:02 AM,666,BENIGN
667,670,192.168.43.129-79.140.95.90-58392-443-6,192.168.43.129,58392,79.140.95.90,443,6,19/08/2020 10:44:45 AM,667,BENIGN
668,671,192.168.43.129-45.133.200.3-58506-80-6,192.168.43.129,58506,45.133.200.3,80,6,19/08/2020 10:44:45 AM,668,BENIGN
669,672,176.9.40.135-192.168.43.129-444-58507-6,192.168.43.129,58507,176.9.40.135,444,6,19/08/2020 10:44:45 AM,669,BENIGN
670,673,192.168.43.129-45.133.200.3-58506-80-6,192.168.43.129,58506,45.133.200.3,80,6,19/08/2020 10:44:45 AM,670,BENIGN
671,674,176.9.40.135-192.168.43.129-444-58507-6,176.9.40.135,444,192.168.43.129,58507,6,19/08/2020 10:44:46 AM,671,BENIGN
672,675,176.9.40.135-192.168.43.129-444-58505-6,192.168.43.129,58505,176.9.40.135,444,6,19/08/2020 10:44:44 AM,672,BENIGN
673,676,176.9.40.135-192.168.43.129-444-58505-6,192.168.43.129,58505,176.9.40.135,444,6,19/08/2020 10:44:46 AM,673,BENIGN
674,677,159.153.191.239-192.168.43.129-443-58504-6,192.168.43.129,58504,159.153.191.239,443,6,19/08/2020 10:44:44 AM,674,BENIGN
675,678,192.168.43.129-67.195.204.77-58508-25-6,192.168.43.129,58508,67.195.204.77,25,6,19/08/2020 10:44:46 AM,675,BENIGN
676,679,176.9.40.135-192.168.43.129-444-58509-6,192.168.43.129,58509,176.9.40.135,444,6,19/08/2020 10:44:46 AM,676,BENIGN
677,680,192.168.43.129-67.195.204.77-58508-25-6,192.168.43.129,58508,67.195.204.77,25,6,19/08/2020 10:44:47 AM,677,BENIGN
678,681,176.9.40.135-192.168.43.129-444-58509-6,176.9.40.135,444,192.168.43.129,58509,6,19/08/2020 10:44:47 AM,678,BENIGN
679,682,176.9.40.135-192.168.43.129-444-58511-6,192.168.43.129,58511,176.9.40.135,444,6,19/08/2020 10:44:48 AM,679,BENIGN
680,683,176.9.40.135-192.168.43.129-444-58511-6,192.168.43.129,58511,176.9.40.135,444,6,19/08/2020 10:44:50 AM,680,BENIGN
681,684,192.168.43.129-104.75.82.23-58510-443-6,192.168.43.129,58510,104.75.82.23,443,6,19/08/2020 10:44:48 AM,681,BENIGN
682,685,192.168.43.129-104.75.82.23-58510-443-6,104.75.82.23,443,192.168.43.129,58510,6,19/08/2020 10:44:51 AM,682,BENIGN
683,686,176.9.40.135-192.168.43.129-444-58513-6,192.168.43.129,58513,176.9.40.135,444,6,19/08/2020 10:44:49 AM,683,BENIGN
684,687,176.9.40.135-192.168.43.129-444-58513-6,192.168.43.129,58513,176.9.40.135,444,6,19/08/2020 10:44:51 AM,684,BENIGN
685,688,192.168.43.129-46.28.207.158-58512-443-6,192.168.43.129,58512,46.28.207.158,443,6,19/08/2020 10:44:49 AM,685,BENIGN
686,689,192.168.43.129-46.28.207.158-58512-443-6,46.28.207.158,443,192.168.43.129,58512,6,19/08/2020 10:44:51 AM,686,BENIGN
687,690,176.9.40.135-192.168.43.129-444-58516-6,192.168.43.129,58516,176.9.40.135,444,6,19/08/2020 10:44:51 AM,687,BENIGN
688,691,176.9.40.135-192.168.43.129-444-58516-6,192.168.43.129,58516,176.9.40.135,444,6,19/08/2020 10:44:53 AM,688,BENIGN
689,692,192.168.43.129-104.36.195.239-58514-443-6,192.168.43.129,58514,104.36.195.239,443,6,19/08/2020 10:44:51 AM,689,BENIGN
690,693,192.168.43.129-104.36.195.239-58514-443-6,104.36.195.239,443,192.168.43.129,58514,6,19/08/2020 10:44:53 AM,690,BENIGN
691,694,176.9.40.135-192.168.43.129-444-58519-6,192.168.43.129,58519,176.9.40.135,444,6,19/08/2020 10:44:54 AM,691,BENIGN
692,695,176.9.40.135-192.168.43.129-444-58519-6,192.168.43.129,58519,176.9.40.135,444,6,19/08/2020 10:44:56 AM,692,BENIGN
693,696,192.168.43.129-104.16.215.98-58518-443-6,192.168.43.129,58518,104.16.215.98,443,6,19/08/2020 10:44:54 AM,693,BENIGN
694,697,176.9.40.135-192.168.43.129-444-58523-6,192.168.43.129,58523,176.9.40.135,444,6,19/08/2020 10:44:59 AM,694,BENIGN
695,698,176.9.40.135-192.168.43.129-444-58523-6,192.168.43.129,58523,176.9.40.135,444,6,19/08/2020 10:45:03 AM,695,BENIGN
696,699,192.168.43.129-52.97.186.98-58522-443-6,192.168.43.129,58522,52.97.186.98,443,6,19/08/2020 10:44:59 AM,696,BENIGN
697,700,192.168.43.129-52.97.186.98-58522-443-6,52.97.186.98,443,192.168.43.129,58522,6,19/08/2020 10:45:03 AM,697,BENIGN
698,701,176.9.40.135-192.168.43.129-444-58527-6,192.168.43.129,58527,176.9.40.135,444,6,19/08/2020 10:45:00 AM,698,BENIGN
699,702,192.168.43.129-31.13.92.174-58526-443-6,192.168.43.129,58526,31.13.92.174,443,6,19/08/2020 10:45:00 AM,699,BENIGN
700,703,192.168.43.129-31.13.92.174-58526-443-6,31.13.92.174,443,192.168.43.129,58526,6,19/08/2020 10:45:06 AM,700,BENIGN
701,704,192.168.43.129-104.17.79.107-58494-443-6,192.168.43.129,58494,104.17.79.107,443,6,19/08/2020 10:44:36 AM,701,BENIGN
702,705,192.168.43.129-52.2.157.209-58409-443-6,192.168.43.129,58409,52.2.157.209,443,6,19/08/2020 10:44:05 AM,702,BENIGN
703,706,176.9.40.135-192.168.43.129-444-58534-6,192.168.43.129,58534,176.9.40.135,444,6,19/08/2020 10:45:06 AM,703,BENIGN
704,707,176.9.40.135-192.168.43.129-444-58534-6,192.168.43.129,58534,176.9.40.135,444,6,19/08/2020 10:45:08 AM,704,BENIGN
705,708,192.168.43.129-104.18.18.124-58533-443-6,192.168.43.129,58533,104.18.18.124,443,6,19/08/2020 10:45:06 AM,705,BENIGN
706,709,176.9.40.135-192.168.43.129-444-58530-6,192.168.43.129,58530,176.9.40.135,444,6,19/08/2020 10:45:04 AM,706,BENIGN
707,710,176.9.40.135-192.168.43.129-444-58530-6,192.168.43.129,58530,176.9.40.135,444,6,19/08/2020 10:45:08 AM,707,BENIGN
708,711,192.168.43.129-40.90.22.184-58529-443-6,192.168.43.129,58529,40.90.22.184,443,6,19/08/2020 10:45:03 AM,708,BENIGN
709,712,176.9.40.135-192.168.43.129-444-58517-6,192.168.43.129,58517,176.9.40.135,444,6,19/08/2020 10:44:51 AM,709,DoS Slowhttptest
710,713,192.168.43.129-216.58.212.131-58515-443-6,192.168.43.129,58515,216.58.212.131,443,6,19/08/2020 10:44:51 AM,710,BENIGN
711,714,192.168.43.129-40.90.22.184-58529-443-6,40.90.22.184,443,192.168.43.129,58529,6,19/08/2020 10:45:09 AM,711,BENIGN
712,715,191.232.245.3-192.168.43.129-443-58539-6,192.168.43.129,58539,191.232.245.3,443,6,19/08/2020 10:45:08 AM,712,BENIGN
713,716,191.232.245.3-192.168.43.129-443-58539-6,192.168.43.129,58539,191.232.245.3,443,6,19/08/2020 10:45:09 AM,713,BENIGN
714,717,176.9.40.135-192.168.43.129-444-58532-6,192.168.43.129,58532,176.9.40.135,444,6,19/08/2020 10:45:04 AM,714,BENIGN
715,718,192.168.43.129-52.7.2.215-58531-443-6,192.168.43.129,58531,52.7.2.215,443,6,19/08/2020 10:45:04 AM,715,BENIGN
716,719,128.116.123.3-192.168.43.129-443-58540-6,192.168.43.129,58540,128.116.123.3,443,6,19/08/2020 10:45:08 AM,716,BENIGN
717,720,176.9.40.135-192.168.43.129-444-58536-6,192.168.43.129,58536,176.9.40.135,444,6,19/08/2020 10:45:07 AM,717,BENIGN
718,721,176.9.40.135-192.168.43.129-444-58536-6,192.168.43.129,58536,176.9.40.135,444,6,19/08/2020 10:45:10 AM,718,BENIGN
719,722,192.168.43.129-34.230.245.137-58535-443-6,192.168.43.129,58535,34.230.245.137,443,6,19/08/2020 10:45:07 AM,719,BENIGN
720,723,176.9.40.135-192.168.43.129-444-58541-6,192.168.43.129,58541,176.9.40.135,444,6,19/08/2020 10:45:09 AM,720,BENIGN
721,724,128.116.123.3-192.168.43.129-443-58540-6,192.168.43.129,58540,128.116.123.3,443,6,19/08/2020 10:45:10 AM,721,BENIGN
